id	name	namespace	NS_mean	WS_mean	X737NS	X737WS	X852NS	X852WS	X867NS	X867WS	X737NS_n_peptide	X737WS_n_peptide	X852NS_n_peptide	X852WS_n_peptide	X867NS_n_peptide	X867WS_n_peptide	X737NS_n_samp_children	X737WS_n_samp_children	X852NS_n_samp_children	X852WS_n_samp_children	X867NS_n_samp_children	X867WS_n_samp_children	log2fc_NS_over_WS	p	corrected_p
GO:0032268	regulation of cellular protein metabolic process	biological_process	25.33694283981436	26.56335213475841	25.63615519159709	27.038862048734075	24.88377572309597	26.70716640869681	25.392263431043954	25.577045028035197	12.0	11.0	10.0	11.0	12.0	10.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.2264092949440517	0.08317037689483815	0.14637986333491512
GO:0032270	positive regulation of cellular protein metabolic process	biological_process	23.913945012361665	23.90099921987147	23.95822097237821	23.823390657924943	23.842072859516392	24.35909385004645	23.938877210186767	23.341731438345327	4.0	4.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	0.01294579249019634	0.8206409865623374	0.8539713715394799
GO:0032350	regulation of hormone metabolic process	biological_process	19.508377248412035	20.298762930835927	20.057975780989214	20.51025517085904	19.18133621567716	19.501233943474727	19.072319960227887	20.63993010418282	3.0	3.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7903856824238922	0.17687135089994532	0.26647817953960573
GO:0032502	developmental process	biological_process	21.19617342830805	22.405835867426013	20.18138519592699	22.424419746937442	19.650606453155827	22.169517989509806	22.308898901085843	22.59249632175458	4.0	4.0	9.0	9.0	9.0	5.0	2.0	3.0	5.0	5.0	5.0	4.0	-1.2096624391179631	0.1100198423423488	0.1841636491382795
GO:0032553	ribonucleotide binding	molecular_function	28.29650465079876	29.03249315018368	28.22352030510488	28.769259297883085	28.426044866819314	29.295885529549842	28.230659651264162	28.983311012614145	142.0	172.0	191.0	212.0	190.0	173.0	2.0	1.0	2.0	2.0	2.0	2.0	-0.73598849938492	0.012291209335782078	0.04301923267523727
GO:0032555	purine ribonucleotide binding	molecular_function	28.29594905500257	29.03237570783995	28.222675335953895	28.769259297883085	28.42584492515243	29.29569885469809	28.229984681751407	28.98317829684809	141.0	172.0	190.0	211.0	189.0	172.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7364266528373804	0.012270982785880753	0.04301923267523727
GO:0032774	RNA biosynthetic process	biological_process	24.786382384215376	26.264265252931253	24.48957382646691	26.096091459795986	24.967300483703145	26.738699001364765	24.859988414106606	25.79165331194113	29.0	38.0	41.0	46.0	39.0	40.0	3.0	4.0	4.0	4.0	4.0	4.0	-1.4778828687158772	0.010269890112027797	0.040041702124048804
GO:0032787	monocarboxylic acid metabolic process	biological_process	28.989295410502177	30.143933499288263	28.867824072329878	29.997623875312826	28.531896369317387	30.44903986243171	29.424873060737585	29.92790384049427	82.0	90.0	108.0	116.0	108.0	84.0	8.0	6.0	8.0	8.0	8.0	6.0	-1.1546380887860863	0.018308747152433427	0.050003142320972596
GO:0032991	protein-containing complex	cellular_component	29.64550248861299	30.172219984676836	29.5363421953692	29.930814587256023	29.27363503203404	30.338533196720828	30.024115014891297	30.217512048119353	253.0	225.0	277.0	293.0	275.0	224.0	9.0	9.0	10.0	10.0	9.0	9.0	-0.5267174960638457	0.09310114784137011	0.15975015897015038
GO:0033013	tetrapyrrole metabolic process	biological_process	25.651373173550482	25.985452566044074	26.20815256120489	25.512572992458786	25.853995075114398	27.065379640919843	24.24871022456732	23.390754528939585	15.0	13.0	10.0	15.0	17.0	8.0	3.0	3.0	2.0	3.0	3.0	2.0	-0.3340793924935923	0.9302305437880904	0.9419699049909352
GO:0033014	tetrapyrrole biosynthetic process	biological_process	24.64368436154302	24.982328658354426	25.197294169639463	24.50377688560279	24.853995075114398	26.063939398884486	23.22983538398732	22.390754528939585	7.0	6.0	5.0	7.0	8.0	4.0	2.0	2.0	1.0	2.0	2.0	1.0	-0.33864429681140606	0.9342658797827728	0.9419699049909352
GO:0033036	macromolecule localization	biological_process	24.92499558798449	25.765566682111412	24.656439469411485	25.007416747524942	23.697134159495782	25.557036964995714	25.726485527659694	26.39161064191175	25.0	26.0	31.0	41.0	39.0	25.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.840571094126922	0.2488116369640669	0.353152000852224
GO:0033218	amide binding	molecular_function	24.86096181401811	22.765903499409962	25.657574422910088	20.533564741260022	22.963758853783002	23.65647316342471	24.85303231509592	22.666283117966785	3.0	4.0	6.0	6.0	4.0	5.0	3.0	2.0	3.0	3.0	3.0	3.0	2.095058314608149	0.14464171438349988	0.23023073917373624
GO:0033554	cellular response to stress	biological_process	24.17740832258371	23.851088897535032	23.97811922728471	23.274975505234323	24.430889448826104	24.09957177219049	24.08343735357624	24.04173459949532	5.0	3.0	5.0	5.0	5.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	0.32631942504867695	0.29628997221051306	0.40290203726639306
GO:0033692	cellular polysaccharide biosynthetic process	biological_process	21.14544039216228	22.415279260456103	20.06669729120567	22.400705720799518	21.092862193020007	22.23615189451705	21.7891555035633	22.587528250889626	2.0	6.0	5.0	4.0	5.0	6.0	2.0	3.0	2.0	3.0	3.0	3.0	-1.2698388682938244	0.04920804534000837	0.09809759200467687
GO:0033817	beta-ketoacyl-acyl-carrier-protein synthase II activity	molecular_function	22.331160657314424	24.186844315963768	22.07204463298304	24.42433889745963	22.68236562915671	24.41132649397775	22.161050198426466	23.57133334354029	4.0	5.0	5.0	5.0	4.0	3.0	NA	NA	NA	NA	NA	NA	-1.855683658649344	0.005777449912612522	0.027472479976469594
GO:0033865	nucleoside bisphosphate metabolic process	biological_process	27.230009971900106	27.41797853983202	28.074669370226	26.434247178336626	26.00212816451952	27.493424768455142	26.866396449652147	27.94469132737266	62.0	46.0	62.0	64.0	72.0	46.0	3.0	3.0	3.0	3.0	3.0	3.0	-0.18796856793191452	0.700592718503644	0.7846638447240812
GO:0033866	nucleoside bisphosphate biosynthetic process	biological_process	25.055955026221795	25.150152988850284	26.012096363143787	23.79473211290481	23.23006388612263	25.339614398344587	24.693461971048087	25.704831504581147	14.0	10.0	14.0	14.0	16.0	10.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.09419796262848834	0.7770156272515878	0.8411979374112093
GO:0033875	ribonucleoside bisphosphate metabolic process	biological_process	25.868617708332057	26.082201740157966	26.679900637039538	25.181880047438035	24.773769118986802	26.1262172534032	25.50468506907812	26.60149538405119	24.0	18.0	24.0	25.0	28.0	18.0	2.0	3.0	2.0	3.0	3.0	3.0	-0.2135840318259099	0.6716763744975487	0.764792322902939
GO:0034032	purine nucleoside bisphosphate metabolic process	biological_process	25.868617708332057	26.082201740157966	26.679900637039538	25.181880047438035	24.773769118986802	26.1262172534032	25.50468506907812	26.60149538405119	24.0	18.0	24.0	25.0	28.0	18.0	2.0	3.0	2.0	3.0	3.0	3.0	-0.2135840318259099	0.6716763744975487	0.764792322902939
GO:0034220	ion transmembrane transport	biological_process	25.049543442077063	26.84154625010224	25.50606282403609	27.14145506313617	24.584916406714484	26.683978954159397	24.902524090332165	26.64460436126905	20.0	26.0	28.0	32.0	28.0	26.0	2.0	3.0	3.0	3.0	2.0	3.0	-1.7920028080251775	0.004341793711879777	0.025178911490942507
GO:0034248	regulation of cellular amide metabolic process	biological_process	24.81829845440538	26.53677450301241	25.20155219572493	27.01289267082172	24.247795910240146	26.70747313233504	24.85017028866877	25.48806588140696	10.0	9.0	10.0	11.0	11.0	9.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.7184760486070303	0.03935044883238507	0.08161574572642828
GO:0034404	nucleobase-containing small molecule biosynthetic process	biological_process	27.17389038322253	29.033619618854473	26.56766879969688	28.897841064849125	27.11278331145267	29.353614880504512	27.643314615377157	28.78464627505488	31.0	49.0	51.0	53.0	50.0	50.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.8597292356319421	0.005884792641402337	0.027472479976469594
GO:0034470	ncRNA processing	biological_process	25.73920477969175	25.442818601242585	26.122822485621253	25.1085237180798	25.50801335279305	25.47225627286459	25.49359591618553	25.68918297674148	7.0	9.0	10.0	10.0	9.0	9.0	1.0	2.0	2.0	2.0	2.0	2.0	0.2963861784491648	0.34742780577840415	0.4515095535010485
GO:0034613	cellular protein localization	biological_process	21.73833934904831	21.960647150347697	21.435839545304653	21.91014418699029	20.383231203597187	22.174610911909628	22.584931575444585	21.767226674555697	4.0	4.0	3.0	6.0	7.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.22230780129938665	0.49705011114087827	0.600358565613296
GO:0034622	cellular protein-containing complex assembly	biological_process	25.843698691766342	26.33879424337466	26.09025457257991	25.50918625442081	25.600237706154473	25.7366382036519	25.79813630159101	27.16949509928465	15.0	14.0	18.0	18.0	16.0	15.0	2.0	3.0	3.0	3.0	3.0	3.0	-0.4950955516083191	0.5971476542613309	0.6940433113678864
GO:0034641	cellular nitrogen compound metabolic process	biological_process	33.58486654372625	35.16579762347641	33.37618809632243	35.028978370417136	33.388274212821	35.4523407433239	33.920648432441546	34.966150667150906	3078.0	3805.0	4014.0	4380.0	4192.0	3644.0	10.0	9.0	10.0	10.0	10.0	9.0	-1.5809310797501581	0.002530321769257467	0.022983633806058907
GO:0034645	cellular macromolecule biosynthetic process	biological_process	28.76938523527544	29.45902214350512	28.78885835047225	29.170619588398388	28.59287592298188	29.65049236364695	28.908945656014236	29.514585671829533	152.0	161.0	178.0	190.0	174.0	158.0	6.0	5.0	6.0	6.0	6.0	5.0	-0.68963690822968	0.015977816754472695	0.04709251253949847
GO:0034654	nucleobase-containing compound biosynthetic process	biological_process	29.998519059035893	31.74927017580439	29.684660786896572	31.638874382441863	29.81360682649555	32.03224903486772	30.394470251996	31.526572601674122	281.0	376.0	388.0	426.0	407.0	366.0	5.0	6.0	5.0	6.0	6.0	6.0	-1.7507511167684982	0.0026867835173748716	0.022983633806058907
GO:0034655	nucleobase-containing compound catabolic process	biological_process	27.139702207792592	28.949901913624142	26.574067985385646	28.813447525655473	27.01874623916985	29.263176963933528	27.630029537523516	28.711566080874128	27.0	32.0	35.0	37.0	36.0	31.0	3.0	3.0	3.0	3.0	3.0	3.0	-1.8101997058315504	0.006077767875509889	0.02752871331848597
GO:0034660	ncRNA metabolic process	biological_process	26.98813857053523	26.95396503295072	27.32436795545785	26.639880488585863	26.73952974061224	27.102401532048443	26.829450894651657	27.07467677215539	35.0	48.0	58.0	60.0	52.0	50.0	3.0	3.0	3.0	3.0	3.0	3.0	0.03417353758451114	0.9191247470385451	0.9358361060756096
GO:0035383	thioester metabolic process	biological_process	25.866783985536	26.069523635337248	26.679900637039538	25.169188421773036	24.773769118986802	26.10533595479393	25.49759254694768	26.59469438994494	24.0	17.0	24.0	24.0	27.0	17.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.2027396498012486	0.6826335929508096	0.7715638408398142
GO:0035639	purine ribonucleoside triphosphate binding	molecular_function	28.29594905500257	29.03237570783995	28.222675335953895	28.769259297883085	28.42584492515243	29.29569885469809	28.229984681751407	28.98317829684809	141.0	172.0	190.0	211.0	189.0	172.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.7364266528373804	0.012270982785880753	0.04301923267523727
GO:0035821	modification of morphology or physiology of other organism	biological_process	23.531410967876248	23.823316621561066	21.5046647086142	24.47007147097507	24.21442704219353	24.017928235377955	23.73191458063591	22.03715007414151	15.0	16.0	15.0	16.0	16.0	16.0	2.0	2.0	2.0	2.0	2.0	2.0	-0.29190565368481813	0.7652278640529033	0.8357807876889866
GO:0035999	tetrahydrofolate interconversion	biological_process	25.210132797540986	23.768267836567173	25.54196508603876	22.620257978627443	24.89578044815622	24.69526728713749	25.116526578335904	23.141075638337426	8.0	5.0	7.0	9.0	10.0	5.0	NA	NA	NA	NA	NA	NA	1.4418649609738132	0.05952965368217095	0.11078630413358702
GO:0036094	small molecule binding	molecular_function	30.549990014090877	31.380735060116482	30.411189912206375	31.07749080317743	30.59290864806725	31.560503311844702	30.636135010245344	31.46053324018878	568.0	669.0	745.0	825.0	740.0	668.0	4.0	4.0	4.0	4.0	4.0	4.0	-0.830745046025605	0.007273770775396568	0.030480563249280855
GO:0042026	protein refolding	biological_process	24.961046419120546	24.64020018657042	23.08906733170805	24.11391551796312	26.160866391715146	24.544225996005807	23.742419760842967	25.09439631415767	4.0	7.0	5.0	6.0	5.0	7.0	NA	NA	NA	NA	NA	NA	0.32084623255012445	0.8080466248131402	0.8539713715394799
GO:0042133	neurotransmitter metabolic process	biological_process	21.61000066918685	23.571999769453114	21.464393254841763	23.31219771613512	21.03154878869168	23.548660904844393	22.122297653197517	23.811818902179407	6.0	6.0	2.0	4.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.9619991002662651	0.0044144844821782155	0.025178911490942507
GO:0042221	response to chemical	biological_process	25.074511584534484	24.550904403894435	24.66745230268861	23.915981863661017	24.738931109950343	23.885664514251395	25.6139193053482	25.337869352390648	22.0	19.0	20.0	22.0	21.0	19.0	4.0	4.0	4.0	4.0	4.0	4.0	0.5236071806400489	0.33129935055270837	0.43888258051713624
GO:0042254	ribosome biogenesis	biological_process	22.26801317731152	23.93472533813656	22.28868790427737	24.134633616743173	20.92172058661049	23.623181788739014	22.939093410010226	23.999050152842425	2.0	6.0	4.0	5.0	5.0	6.0	NA	NA	NA	NA	NA	NA	-1.666712160825039	0.0382182875508228	0.08062488058666728
GO:0042278	purine nucleoside metabolic process	biological_process	23.94598534068545	26.029406538486185	22.762771882733265	25.959146766527986	24.37594007161742	26.432778934964517	24.223897707486728	25.56533518605917	21.0	38.0	35.0	36.0	32.0	36.0	3.0	3.0	3.0	3.0	3.0	3.0	-2.0834211978007353	0.018426482641007758	0.050003142320972596
GO:0042364	water-soluble vitamin biosynthetic process	biological_process	24.89199788696384	25.01616058146461	25.312611017683448	24.496476913472854	25.167377668912266	26.11405174296714	23.74380828375568	22.390754528939585	7.0	6.0	7.0	8.0	9.0	4.0	2.0	2.0	3.0	3.0	3.0	1.0	-0.12416269450077166	0.7489398140900001	0.8209020026324556
GO:0042558	pteridine-containing compound metabolic process	biological_process	27.36164591390975	26.286554571328413	27.71137159061881	25.366888441135806	27.321723991548964	26.94941760247989	26.952318088343482	26.11542535294815	26.0	13.0	27.0	33.0	34.0	13.0	2.0	2.0	2.0	2.0	2.0	2.0	1.075091342581338	0.07964252318390619	0.1409764203485236
GO:0042592	homeostatic process	biological_process	27.018024332165545	26.89940324914258	26.113340696021705	27.077903724878112	28.014172787803112	26.637427570256484	25.93238198116073	26.948124776576662	48.0	51.0	35.0	46.0	43.0	41.0	3.0	3.0	3.0	3.0	3.0	2.0	0.11862108302296548	0.7816018990537613	0.8446785435388017
GO:0042623	ATPase activity, coupled	molecular_function	25.21329882413273	27.051965515181998	25.509293705109677	27.257910897676982	25.10920838727673	26.895723550678678	24.964980778185712	26.97674728223361	30.0	38.0	38.0	42.0	36.0	39.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.8386666910492693	0.0007088825845955529	0.022983633806058907
GO:0042625	ATPase coupled ion transmembrane transporter activity	molecular_function	24.668717964867568	26.83572305384984	25.177188049645014	27.14246301386214	24.32104101382053	26.6210526114802	24.33158095135652	26.68587838410637	20.0	27.0	25.0	30.0	25.0	27.0	3.0	3.0	3.0	3.0	2.0	3.0	-2.167005088982272	0.0025339350823394935	0.022983633806058907
GO:0042626	ATPase activity, coupled to transmembrane movement of substances	molecular_function	24.787910682827054	26.923086065935568	25.21646122805119	27.183350482157717	24.55111552921381	26.734952182024852	24.475850879351807	26.809927202464753	25.0	33.0	31.0	36.0	30.0	34.0	5.0	5.0	6.0	6.0	5.0	6.0	-2.135175383108514	0.0013796553827102437	0.022983633806058907
GO:0042777	plasma membrane ATP synthesis coupled proton transport	biological_process	19.67134675176696	21.855687649506407	17.767021097565525	21.44753265271599	20.10829869213717	22.74558694132054	20.13509226437454	20.509634554037863	1.0	3.0	3.0	4.0	3.0	3.0	NA	NA	NA	NA	NA	NA	-2.184340897739446	0.09355428875963755	0.16008178298871314
GO:0043021	ribonucleoprotein complex binding	molecular_function	22.294310577312626	25.52954029295235	23.259092580782703	26.219303084950532	21.194409210383245	25.35406444222713	21.512615695204076	24.53388003792637	3.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	-3.2352297156397256	0.01372795811639412	0.04463116827885148
GO:0043039	tRNA aminoacylation	biological_process	24.300053853983112	25.167987995975427	24.36552954211146	24.909407748649365	23.90984848494649	25.576373318399128	24.55168098228196	24.911098426242194	20.0	29.0	36.0	38.0	33.0	30.0	1.0	2.0	2.0	2.0	2.0	2.0	-0.8679341419923148	0.04294290672141675	0.08788315794150404
GO:0043043	peptide biosynthetic process	biological_process	28.488479188800692	29.155219546550565	28.59316983678938	28.81475293287455	28.27606772874444	29.28533771241642	28.574777671492306	29.313337873665557	109.0	111.0	120.0	128.0	118.0	108.0	2.0	3.0	3.0	3.0	2.0	3.0	-0.6667403577498732	0.02663635763838525	0.06367932267818095
GO:0043093	FtsZ-dependent cytokinesis	biological_process	22.429976582326507	24.773177468503352	22.37235013292893	23.89059724858568	22.522492853314233	25.09399072828341	22.390381771981698	25.04647737720254	4.0	3.0	4.0	5.0	4.0	5.0	NA	NA	NA	NA	NA	NA	-2.343200886176845	0.004759529368255179	0.025718158691624474
GO:0043094	cellular metabolic compound salvage	biological_process	22.91493530095017	25.002761640579266	21.80986290391004	24.641206682674184	23.346702002138446	25.38281885477089	23.16132693280909	24.88290845609477	7.0	19.0	22.0	25.0	24.0	24.0	4.0	4.0	4.0	5.0	5.0	4.0	-2.087826339629096	0.014447740728104367	0.045640042505191235
GO:0043101	purine-containing compound salvage	biological_process	21.09213558784318	23.56947072712725	19.531723294462964	23.348184222950373	21.697654664153337	23.638520795858184	21.280434884244308	23.697993915799266	2.0	6.0	8.0	8.0	8.0	8.0	2.0	2.0	2.0	2.0	2.0	2.0	-2.477335139284069	0.015427897075696174	0.0462006141761293
GO:0043167	ion binding	molecular_function	29.40641809047872	30.408938565171102	29.46604788567339	30.18745410518792	29.20585000508695	30.659621371678533	29.5275580173328	30.338801426091962	289.0	348.0	382.0	424.0	378.0	349.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.002520474692382	0.0042971175637443165	0.025178911490942507
GO:0043168	anion binding	molecular_function	28.750158238602115	29.35953708150422	28.812662454034317	29.105730558714978	28.637372861660648	29.50930485943397	28.794093868425733	29.43257367890897	168.0	199.0	223.0	250.0	223.0	202.0	7.0	5.0	7.0	7.0	7.0	7.0	-0.6093788429021068	0.011407133646125103	0.04301923267523727
